word	count	occurrence
pizzas-talk	1	1
apnea	1	1
restaurant/diners	1	1
badgered	1	1
nameplate	1	1
flappy	1	1
campagna	1	1
paralyzed	1	1
pump*	1	1
new-ish	1	1
plalin	1	1
yknow	1	1
retry	1	1
raggedy-ass	1	1
'nough	1	1
three-variety	1	1
fraizee	1	1
sauce/	1	1
bleeding.there	1	1
perpendicular	1	1
curtido-	1	1
elixir	1	1
vaccine	1	1
redtube	1	1
bartendes	1	1
niceness	1	1
incommunicado	1	1
cech	1	1
complementing	1	1
freezer-section	1	1
baslmic	1	1
twicked	1	1
hooting	1	1
bbq-esque	1	1
parsnip..	1	1
130-160/night	1	1
+++	1	1
#NAME?	1	1
motors	1	1
.simply	1	1
casual/fun	1	1
supps	1	1
tofu-	1	1
prey	1	1
'kay	1	1
barret	1	1
steak..	1	1
.dru	1	1
growers/farmers.support	1	1
duros-spicy	1	1
jet-lagged	1	1
tearoom	1	1
sagauro	1	1
drive-thrus	1	1
lifespan	1	1
.dont	1	1
redress	1	1
fluctuations	1	1
charred-	1	1
etc-	1	1
2k-4k	1	1
..must	1	1
steeped	1	1
3ft	1	1
sepia	1	1
makowiec	1	1
corpsified	1	1
tonight-which	1	1
congealing	1	1
5and	1	1
steeper	1	1
independents	1	1
cim	1	1
yukking	1	1
salty-creamy	1	1
nighter..	1	1
jones'ing	1	1
sovled	1	1
sweetbreads	1	1
3.22	1	1
muffle	1	1
working-man	1	1
dall	1	1
herniated	1	1
dragnet	1	1
atttiude	1	1
gloopy	1	1
puncture	1	1
fertilizer	1	1
wrinkle	1	1
dissappointing	1	1
vaseline	1	1
5/month	1	1
c.o	1	1
non-hopheads	1	1
.cheese	1	1
madamoiselle	1	1
chamboard	1	1
discordant	1	1
quailified	1	1
bathrooms/patio	1	1
35min	1	1
.cheesy	1	1
deviously	1	1
nerotic	1	1
itll	1	1
languages	1	1
okonomiyaki..all	1	1
quality/price	1	1
zarella	1	1
target/walmart	1	1
customer-friendly	1	1
bookings	1	1
cold/lukewarm	1	1
paternity	1	1
vader	1	1
jdeb	1	1
vorjahren	1	1
non-fiction	1	1
gripping	1	1
crostin	1	1
nuptials-bound	1	1
baramundi	1	1
disgusting-.-	1	1
folf	1	1
toile	1	1
concludes	1	1
medieval	1	1
dreamt	1	1
supersize	1	1
#NAME?	1	1
ramekins	1	1
onesy	1	1
occupation	1	1
coming.and	1	1
bulimic	1	1
banoffee	1	1
procrastinators	1	1
avacodo	1	1
keepin	1	1
moosehead	1	1
larges	1	1
tonight..i	1	1
sabzi	1	1
sister-brother-mother	1	1
suprising	1	1
u.k.	1	1
mine..no	1	1
surley	1	1
apn	1	1
duca	1	1
coffee-loving	1	1
fron	1	1
amarena	1	1
bclub	1	1
circuitous	1	1
dish-which	1	1
freezers	1	1
fail..	1	1
bagel/breakfast	1	1
away..so	1	1
..love	1	1
connie	1	1
chicha	1	1
verity	1	1
partmer	1	1
guaca	1	1
alibertos	1	1
mounded	1	1
remarried	1	1
hydrangeas	1	1
guacs	1	1
vegetarian-ized	1	1
sneekiness	1	1
progress/cook/etc	1	1
re-reading	1	1
spouting	1	1
re-set	1	1
gaminess	1	1
accomidates	1	1
provoke	1	1
'deli	1	1
job-training	1	1
roughness	1	1
~extra's/rating~	1	1
justifiably	1	1
cliched	1	1
the10th	1	1
kneip	1	1
soppresata	1	1
tacs	1	1
tact	1	1
chantrels	1	1
celebrity.you	1	1
1889	1	1
********************	1	1
1880	1	1
hollers	1	1
boday	1	1
helpline	1	1
tanqueray	1	1
biz-eee	1	1
fasion	1	1
restaurant-looking	1	1
though-what	1	1
first-to-review	1	1
type/quality	1	1
'licka	1	1
waterworld	1	1
sodas..	1	1
glen	1	1
meatstravaganza	1	1
pipping	1	1
gourmetware	1	1
pre-loaded	1	1
hobbytown	1	1
defnitely	1	1
comitting	1	1
ambition	1	1
componata	1	1
landings	1	1
clippings	1	1
ultrasounds	1	1
tureen	1	1
d'avola	1	1
bytes	1	1
whimsy	1	1
tortillas..	1	1
wine-a-rita	1	1
mushroomy	1	1
spiedino	1	1
herded	1	1
shootouts	1	1
disclose	1	1
dishes-	1	1
woahhh..whattt	1	1
180-degree	1	1
fold-em-up	1	1
sylvana	1	1
greyhound.com	1	1
strogonoff	1	1
uuugggghhhh	1	1
favorful	1	1
quasi-mexican	1	1
thinish	1	1
recruiter	1	1
astle	1	1
mule-	1	1
2/8/2008	1	1
bonnet	1	1
star-wise	1	1
salsa/merengue	1	1
manzana	1	1
vodka-cran	1	1
150-	1	1
655	1	1
2freview	1	1
'70	1	1
650	1	1
bevs	1	1
swrimp	1	1
22209	1	1
hidori	1	1
'place	1	1
mules	1	1
humongo	1	1
diminish	1	1
taxadermy	1	1
colas	1	1
objectionable	1	1
150k	1	1
enought	1	1
grandfathered	1	1
gamazing	1	1
5-Oct	1	1
encore	1	1
backfire	1	1
#NAME?	1	1
varied-	1	1
filipino/mexican	1	1
recyclable	1	1
activites	1	1
gunuine	1	1
anlage	1	1
.before	1	1
ringed	1	1
deleon	1	1
kristy	1	1
bough	1	1
^5	1	1
pilled	1	1
hackbraten	1	1
waited..	1	1
martha	1	1
patchy	1	1
cheap/fast/authentic	1	1
faceplate	1	1
wantedto	1	1
accountants	1	1
hop-head	1	1
want.please	1	1
escrow	1	1
cake-like	1	1
trounced	1	1
ketchupy	1	1
purples	1	1
passer-byes	1	1
gribiche	1	1
scimping	1	1
glutes	1	1
shmio	1	1
all-you-care-to-eat	1	1
hc	1	1
#NAME?	1	1
ma-n-pa	1	1
swabbed	1	1
non-perishable	1	1
********gin******	1	1
indignant	1	1
bland.burgers	1	1
zatar	1	1
icewater	1	1
coordinating	1	1
rheinlander	1	1
friends/famz	1	1
sundress	1	1
tumblers/plastic	1	1
ascertain	1	1
loca-	1	1
'egg-crepe	1	1
humiliation	1	1
shrivels	1	1
businesspeople	1	1
9/11/2007	1	1
michilada	1	1
cowboy/western	1	1
novel/magazine	1	1
roll-ups	1	1
porkchops	1	1
during/after	1	1
saturdays/sundays	1	1
stucco	1	1
ocatilla	1	1
waisted	1	1
ummmmmmmmm	1	1
o.h.so	1	1
retrograde	1	1
schtuff	1	1
chrissakes	1	1
'cooler	1	1
tunisia	1	1
bacon/pancetta/etc	1	1
usally	1	1
aware/become	1	1
morning/breakfast	1	1
minimalist/modern	1	1
connotes	1	1
unclean	1	1
helping/recommending/selling	1	1
ladled	1	1
potatoes/gravy	1	1
doogie	1	1
olson	1	1
d'hotel	1	1
glassed-in	1	1
fbvawkjhz5upsihydgnmua	1	1
resultant	1	1
7/8/2012	1	1
faaarrrr	1	1
talk-show	1	1
klaire	1	1
vodka/cranberry	1	1
wow..	1	1
spammed	1	1
gonnella	1	1
daiquiris	1	1
valrhona	1	1
black-eyed	1	1
medicinal	1	1
heffe	1	1
puddleduds	1	1
ever-familiar	1	1
over-worked	1	1
roosted	1	1
thud	1	1
bar..if	1	1
new-fangled	1	1
3-6:30pm	1	1
hocus	1	1
select=ezwdjh5-lro2j1sbgtjxpq	1	1
4-5pm	1	1
gag/stocking	1	1
miss7world	1	1
slave	1	1
second-run	1	1
bcps	1	1
spinach/bacon	1	1
candystore	1	1
l.g	1	1
later..like	1	1
valerie	1	1
chuckie	1	1
dignitary	1	1
0.85	1	1
child-size	1	1
tommorrow	1	1
boy-loving	1	1
trays..	1	1
teen-aged	1	1
hopshock	1	1
168	1	1
21001	1	1
additon	1	1
panchos	1	1
oink-like	1	1
skincare	1	1
2.789	1	1
tcf	1	1
meals.i	1	1
tca	1	1
uber-organized	1	1
grouchass	1	1
turnt	1	1
party-style	1	1
main-stay	1	1
clothier	1	1
bela	1	1
thesaurus.com	1	1
provisions	1	1
sad..if	1	1
..air-conditioning	1	1
'pig	1	1
catchers	1	1
dive-bombed	1	1
proffesionalism	1	1
jucan	1	1
13-Oct	1	1
bedrooms/kitchens/bathroom	1	1
georges	1	1
shadeless	1	1
husabnd	1	1
humm-dinger	1	1
8/14/2010	1	1
parity	1	1
*forever*	1	1
melee	1	1
past-	1	1
super-sensitive	1	1
tackier	1	1
persue	1	1
employment	1	1
misadventures	1	1
urbanity	1	1
jeremy	1	1
meat/noodles/broth	1	1
creatioions	1	1
eggplant/zuchini/blue	1	1
spinaches	1	1
#NAME?	1	1
pasts	1	1
doldrum	1	1
pasti	1	1
bdrm	1	1
crispers	1	1
river-esque	1	1
dining-appropriate	1	1
rianna	1	1
accomdate	1	1
animalistic	1	1
chubbiest	1	1
outset	1	1
mango-lime	1	1
soaks	1	1
polisher	1	1
cheeked	1	1
selection/quality	1	1
pre-noon	1	1
ailment	1	1
community-based	1	1
trenches	1	1
mom/both	1	1
scintillating	1	1
monounsaturated	1	1
1:00/1:30ish	1	1
alexa	1	1
mascapone	1	1
"50,00"	1	1
yogi/yogini	1	1
ya..they	1	1
3d/4a/4b	1	1
'in	1	1
yorkie	1	1
big-chain	1	1
lack-luster	1	1
arni	1	1
toast*	1	1
restuant	1	1
mislabeled	1	1
maroon	1	1
peanuty	1	1
*nice	1	1
toe-shoes	1	1
jajangmyun	1	1
waters/drinks	1	1
tourette	1	1
headbang	1	1
creative.i	1	1
curtained	1	1
smears	1	1
choipotle	1	1
space-heaters	1	1
haruki	1	1
squeak	1	1
hate-it	1	1
sass	1	1
overloading	1	1
nhls	1	1
kungpao	1	1
oklahoma	1	1
evening..say	1	1
chip/curry	1	1
writings	1	1
glamis	1	1
cussed	1	1
10/27-11/1	1	1
#NAME?	1	1
betch	1	1
finesses	1	1
plaudits	1	1
up-side	1	1
unadoptable	1	1
frenchman	1	1
fingernails	1	1
hardness	1	1
month..	1	1
flicking	1	1
wheels/rims	1	1
omeltte	1	1
hostest	1	1
**while	1	1
night..freakin	1	1
buche	1	1
forties	1	1
aloooooha	1	1
stars=	1	1
110/person	1	1
niceities	1	1
protest	1	1
adverntures	1	1
over-sweet	1	1
oooo	1	1
cnn..	1	1
haciendas	1	1
eye-popping	1	1
rebirth	1	1
run-down-strip-mall-eatery	1	1
p=966	1	1
soft-sided	1	1
silce	1	1
ruthless	1	1
people/owners	1	1
negates	1	1
sopillas	1	1
decry	1	1
clorox	1	1
moga	1	1
negated	1	1
sugo	1	1
colletti	1	1
22lr	1	1
intentioned	1	1
sliiightly	1	1
cheese-5	1	1
dorm	1	1
doro	1	1
vigs	1	1
restrictively	1	1
i'm	1	1
pre-spawning	1	1
eggplant-like	1	1
sweet-and-salty-in-your	1	1
infomercial/yoga	1	1
remnant	1	1
risotto..great	1	1
scoffed	1	1
schwinn	1	1
about..could	1	1
semi-regularly	1	1
lycheetini	1	1
glimmering	1	1
~5:30am	1	1
kettles	1	1
relay	1	1
griswold	1	1
hurl	1	1
megaplexes	1	1
scuuurrrred	1	1
huh..	1	1
#NAME?	1	1
unaffiliated	1	1
counter-usually	1	1
tablecloth/full-service	1	1
tell-tale	1	1
voyagers	1	1
softsoap	1	1
day-of	1	1
indredients	1	1
melons	1	1
crave-inducing	1	1
sup'ing	1	1
organizer	1	1
slim..	1	1
hot-wing	1	1
weiterhin	1	1
unpaid	1	1
outerlayer	1	1
sod-e	1	1
well-constructed	1	1
sambra	1	1
remember..	1	1
diagram	1	1
quips	1	1
bitsnbytes	1	1
rent-a-cop	1	1
sinbads	1	1
motherfuckers	1	1
buggin	1	1
kimch	1	1
flavor-balancing	1	1
fluffiness	1	1
4days	1	1
'bay	1	1
17-Jan	1	1
gallopin	1	1
diagonally	1	1
select=dc7ncjq3tkay3tg_a5hweq	1	1
matures	1	1
sancerre	1	1
foodery	1	1
today*	1	1
narrowest	1	1
.topped	1	1
_i	1	1
sloooooow	1	1
_c	1	1
//southwestbricks.com	1	1
workhorse	1	1
pepperocini	1	1
seafoam	1	1
township	1	1
asian-spiced	1	1
queues	1	1
tip-tap-type	1	1
dumps	1	1
d'lich	1	1
laurels	1	1
interfering	1	1
m'lady	1	1
yumtastic	1	1
boombastic	1	1
woes	1	1
precedes	1	1
paper-thin	1	1
blinded	1	1
clock-radio	1	1
urbano	1	1
sms	1	1
*jicama	1	1
nabe	1	1
monieux	1	1
smf	1	1
smc	1	1
meantioned	1	1
knid	1	1
bowl-	1	1
knit	1	1
flemington	1	1
bates	1	1
run-on	1	1
mislabel	1	1
nigel	1	1
subtlety	1	1
uninspired-though-nicely-arranged	1	1
pretty-i	1	1
pomegrante	1	1
176	1	1
175	1	1
#NAME?	1	1
underlit	1	1
outstandingly	1	1
17n	1	1
collapse	1	1
geneva	1	1
purebred	1	1
fibrous	1	1
art-lovers	1	1
frowned	1	1
//sakebombersushi.com/files/reverse-happy-hour-2-5-2012.jpg	1	1
overbearing..professional	1	1
17s	1	1
don'cha	1	1
delectible	1	1
'home-cooked	1	1
marrys	1	1
recheck	1	1
seaats	1	1
mykanos	1	1
blackhawks	1	1
ioved	1	1
aundre	1	1
tempe-based	1	1
liles	1	1
..mmmmm	1	1
60th	1	1
agressive	1	1
kind-of-guy/gal	1	1
margerita	1	1
zebras	1	1
slumdog	1	1
p.croissants	1	1
jumpin	1	1
muffin-top	1	1
stephnie	1	1
focis	1	1
professor	1	1
lps	1	1
laptop-and-conversation	1	1
kisras	1	1
contencious	1	1
reactor	1	1
penang	1	1
cucumber-limon	1	1
supposively	1	1
debatchery	1	1
rock-hard	1	1
lazing	1	1
buckboard	1	1
d******	1	1
cupid	1	1
//www.azfamily.com/news/matadors-restarant-closing-down-144045526.html	1	1
themm	1	1
devours	1	1
warmers	1	1
4.03	1	1
9/12/2013	1	1
gavachos	1	1
80lbs	1	1
out-of-order	1	1
sadface	1	1
on-board	1	1
gallic	1	1
hercules	1	1
flanked	1	1
wronged	1	1
*********	1	1
oceanic	1	1
#NAME?	1	1
'fascinated	1	1
*one	1	1
herrera	1	1
hour..i	1	1
//bit.ly/19di9ow	1	1
salsa's..	1	1
'bakery	1	1
havnt	1	1
invigorates	1	1
prolapsed	1	1
dry-ish	1	1
adventurey	1	1
adventurer	1	1
mango/cucumber	1	1
normandy	1	1
quests	1	1
vail	1	1
frat-guy-turned-accountant	1	1
struthers	1	1
this.place.is.awful	1	1
five-diamond	1	1
sushi-gorounds	1	1
penalize	1	1
austins	1	1
breathlessly	1	1
pofpofs	1	1
plopping	1	1
okayish	1	1
thai..	1	1
iinquired	1	1
milfs	1	1
fast-forward	1	1
16x20	1	1
moneys	1	1
music/theme/crowd	1	1
reno	1	1
kitchen-style	1	1
sourbread	1	1
mulligans	1	1
hoang	1	1
unappelling	1	1
non-guests	1	1
flat-brimmed	1	1
pastime	1	1
doormat	1	1
mexi-luvin	1	1
coupln	1	1
5g_nz1dhbewqzbre0cbclg	1	1
exchanging	1	1
pakastani	1	1
chemex	1	1
mega-licious	1	1
shorcuts	1	1
10yrs	1	1
haphazard	1	1
pontiacs	1	1
worse-than-taco-bell	1	1
need-special	1	1
emanating	1	1
joses	1	1
cooktop	1	1
seating/clean	1	1
yo-go	1	1
fletchers	1	1
layout/design	1	1
7/1/2010	1	1
resevations	1	1
crowd-friendly	1	1
fittest	1	1
technicolor	1	1
natural-cut	1	1
moonwalk	1	1
uncombed	1	1
digitally	1	1
115f	1	1
mandy's..i	1	1
pre-shaped	1	1
broncos	1	1
ground-floor	1	1
manzanilla	1	1
sabakiball	1	1
jeromes	1	1
steftel	1	1
reagan	1	1
mid-20	1	1
new-found	1	1
steph	1	1
bookoo	1	1
supporing	1	1
drive-only	1	1
biff	1	1
juicery	1	1
fot	1	1
primarilly	1	1
foe	1	1
umi	1	1
jack..	1	1
caffeine-demanding	1	1
let-alone	1	1
additively	1	1
clearer	1	1
ill-informed	1	1
squelching	1	1
maizies	1	1
lingonberry	1	1
rebuy	1	1
clutz	1	1
shirts/pseudo-jackets	1	1
mini-maternity	1	1
shopkeepers	1	1
mesa-i	1	1
night/early	1	1
f.n.b.	1	1
oberheim	1	1
certin	1	1
mambo	1	1
reducing	1	1
standing-room	1	1
shopping/dining	1	1
.only	1	1
better-looking	1	1
panorama	1	1
sasparilla	1	1
yeasty	1	1
un-hear	1	1
volleball	1	1
name-drops	1	1
fascination	1	1
conclusively	1	1
fembot	1	1
not-too-frequent	1	1
massivee	1	1
go-az	1	1
panela	1	1
vanguard	1	1
un-pleasent	1	1
ra'llipop	1	1
soothe	1	1
usability	1	1
disappearing/reappearing	1	1
solicitation	1	1
200mm	1	1
rocker-cutesiness	1	1
'much	1	1
developers	1	1
republik	1	1
bharwan	1	1
love-it	1	1
adrianne	1	1
spades	1	1
jen..she	1	1
lingam	1	1
blvd/	1	1
gorgonzola-topped	1	1
octoberfest	1	1
peacock	1	1
el-sucko	1	1
bbq-sauced	1	1
pitfire	1	1
all-so	1	1
savoryness	1	1
avalanche	1	1
diner-esque	1	1
xeroxed	1	1
gallbladder	1	1
pecangrovevet.com	1	1
midwesterners	1	1
weill	1	1
ved	1	1
tea-	1	1
platitudes	1	1
card/debit	1	1
physcial	1	1
in/out	1	1
broken-in	1	1
punkers	1	1
overstock	1	1
over-reviewed	1	1
mahn	1	1
woowho	1	1
solves	1	1
teat	1	1
skedaddles	1	1
hittin	1	1
homebrewer	1	1
strongold	1	1
48hours	1	1
waterpak	1	1
fingernail	1	1
soft-spoken	1	1
catatonic	1	1
minutes.the	1	1
mentored	1	1
landscaping-extremely	1	1
foodage	1	1
magaly	1	1
messy/difficult	1	1
venga	1	1
litterbugs	1	1
scrimped	1	1
necrotic	1	1
beasley	1	1
breakfast/coffee	1	1
998	1	1
fries..well..could	1	1
wedge-cut	1	1
17.95	1	1
steak-	1	1
polibertos	1	1
moisturizer	1	1
nadir	1	1
overnighter	1	1
pentagrams	1	1
3/22/2014	1	1
'dolsot-style	1	1
rafael	1	1
healthy/tasty	1	1
smokies	1	1
*peking	1	1
ipo	1	1
#NAME?	1	1
traversing	1	1
forefront	1	1
estan	1	1
//www.pitajungle.com/index.cfm/menu/menutype/1	1	1
3:50	1	1
sunbathing	1	1
34.95	1	1
cherished	1	1
calgary	1	1
corvallis	1	1
easleys	1	1
jdus	1	1
ramiros	1	1
degrade	1	1
deigo	1	1
wrenches	1	1
lumberjack	1	1
nether	1	1
interracial	1	1
vege	1	1
1/2*	1	1
girllfriend	1	1
frogs	1	1
muah	1	1
teaspoons	1	1
ny..	1	1
honer	1	1
agendas	1	1
sweet/tang	1	1
two-scoop	1	1
convienient	1	1
voided..my	1	1
harbucks	1	1
mmmmmmmmmmmmm	1	1
rehabilitate	1	1
misshapen	1	1
lounge/club	1	1
disagreeable	1	1
lakeside	1	1
yielding	1	1
apps/3	1	1
soy-ponzu	1	1
garlands	1	1
sanwin	1	1
dreamland	1	1
devonshire	1	1
6.47	1	1
6.42	1	1
6.43	1	1
chips/dips	1	1
kayaks	1	1
pickster	1	1
623-535-5855	1	1
pandesal	1	1
kanye	1	1
thoughtfulness	1	1
solitary	1	1
toppingggs	1	1
d0ckle	1	1
hoho	1	1
covertly	1	1
dwarfs	1	1
made-to-measure	1	1
vee	1	1
molcajetes	1	1
origination	1	1
insomnia	1	1
1800-walgreens	1	1
chiptole	1	1
sportball	1	1
maestros	1	1
vegans/allergy	1	1
bovine	1	1
inhere	1	1
compotes	1	1
pastrami/corned	1	1
briefcase	1	1
canvas	1	1
flaovr	1	1
reccommendation	1	1
inspects	1	1
mcgriddle	1	1
blueberry/maple	1	1
pescitarian	1	1
striven	1	1
abdomen	1	1
'sweetened	1	1
hmm..	1	1
'meet	1	1
..bursting	1	1
bread-like	1	1
prefered	1	1
watercress-jicama	1	1
disguised	1	1
foods..	1	1
collapsing	1	1
ostrich	1	1
livable	1	1
faaaaaantastic	1	1
recompense	1	1
coupon/card	1	1
quality-wise	1	1
garnering	1	1
petulant	1	1
fall/winter/spring	1	1
cool-aid	1	1
runways	1	1
c-u-t-e	1	1
narai	1	1
meddling	1	1
spar	1	1
healthy..	1	1
photographic	1	1
non-members	1	1
yummerriffic	1	1
rivas	1	1
nices	1	1
here..but	1	1
relined	1	1
morenos	1	1
schlitzes	1	1
nick-nacks	1	1
pagers	1	1
camelback.so	1	1
parking/wifi	1	1
expensing	1	1
york-style	1	1
mark..you	1	1
tehee	1	1
butterworth	1	1
sassed	1	1
pile-up	1	1
bada	1	1
guiltily	1	1
promotion/move	1	1
tea/limeade/lemonades	1	1
foodholic	1	1
usuall	1	1
"32,000"	1	1
shiva	1	1
synchronous	1	1
usualy	1	1
lettered	1	1
sholder	1	1
merlin	1	1
chintzy	1	1
flaggelatory	1	1
robi	1	1
eye-contact	1	1
usual-	1	1
interferring	1	1
egg-based	1	1
laguna	1	1
refinancing	1	1
maniacal	1	1
owenrs	1	1
toads	1	1
mom/dad	1	1
f-you	1	1
purcell	1	1
verything	1	1
does'nt	1	1
ragey	1	1
6.96	1	1
.am	1	1
enlightening	1	1
bootleg	1	1
cip	1	1
phang	1	1
crackers..etc	1	1
1920s-1930s	1	1
inappropriately	1	1
store/item	1	1
marvin	1	1
charmer	1	1
***fyi	1	1
treatments/services	1	1
shahi	1	1
jaunts	1	1
jaunty	1	1
undermine	1	1
'drinks	1	1
disscused	1	1
twit	1	1
chipotle-style	1	1
mapquest	1	1
twig	1	1
toothpaste	1	1
inkjet	1	1
burer	1	1
fujis	1	1
uterus	1	1
blt'..	1	1
antivirus	1	1
diner-sized	1	1
demograpics	1	1
healthy/lighter	1	1
mangan	1	1
-75	1	1
wildfish	1	1
shanty	1	1
majal	1	1
dinner-it	1	1
porkopolis	1	1
totinos	1	1
girth	1	1
traipsed	1	1
o.p.h	1	1
financial/escrow	1	1
fox-rc	1	1
hypochromatosis	1	1
broc	1	1
13.1	1	1
7/13/2013	1	1
good..but..	1	1
sopapias	1	1
rooting	1	1
anymore..not	1	1
7months	1	1
diffcult	1	1
extentions	1	1
4.55	1	1
askin	1	1
kanpachi	1	1
ordred	1	1
competitor/chain	1	1
sub-standard	1	1
thugs	1	1
ever-raising	1	1
unmanageable	1	1
escorts	1	1
undefined	1	1
arcacia	1	1
pacing	1	1
bakery..	1	1
genii	1	1
outlets..	1	1
commentary-	1	1
'sprouts	1	1
3-Dec	1	1
authenitc	1	1
charecteristics	1	1
butterburgers	1	1
locations..	1	1
pox	1	1
drinks..sochu	1	1
pov	1	1
opined	1	1
tgifjd	1	1
optometrists	1	1
messin	1	1
food/chain	1	1
clan	1	1
whatever..	1	1
heftier	1	1
61	1	1
shopping-this	1	1
haradtailz	1	1
cinamon	1	1
full-scale	1	1
playplace	1	1
outsourced	1	1
slings	1	1
4/3/2013	1	1
grouping	1	1
ev.er.y	1	1
markeplace	1	1
happy-hour	1	1
scouts	1	1
liempo	1	1
home-like	1	1
dimensions	1	1
tavo	1	1
w/chips	1	1
kismet	1	1
900	1	1
juggernaut	1	1
after-bar	1	1
service-focused	1	1
destroys	1	1
malfunctioning	1	1
bar/country	1	1
dillys	1	1
dingbats	1	1
piloncillo	1	1
classes..	1	1
brushette	1	1
tea-tastiness	1	1
shop/creperie	1	1
non-obvious	1	1
sinse	1	1
foiga	1	1
berger	1	1
recommend-	1	1
music..	1	1
bookcases	1	1
19-Feb	1	1
margaritas-	1	1
10-Feb	1	1
never-the-less	1	1
inobtrusive	1	1
imbibed	1	1
defrost	1	1
three-taco	1	1
fanominal	1	1
another-	1	1
antiquated	1	1
escalates	1	1
mcyd	1	1
teletubby	1	1
psychics	1	1
quiktrip	1	1
fnm	1	1
flatteringly	1	1
over-stuffing	1	1
ag	1	1
circumfrence	1	1
publically	1	1
up-dos	1	1
wheaton	1	1
seats-	1	1
.salad	1	1
blaaaaah	1	1
shaun	1	1
clear.i	1	1
rub-on	1	1
middling	1	1
near-by	1	1
a5	1	1
do-dads	1	1
slang	1	1
unfortunately-named	1	1
singer/guitar	1	1
under-done	1	1
restricted	1	1
cpr	1	1
pesto/dijon	1	1
..linguini	1	1
squirrely	1	1
standup	1	1
health-factor	1	1
oshibori	1	1
on-the-fly	1	1
.wake	1	1
select=jompmh4mpv6o5hfsut1txg	1	1
particles	1	1
ashtrays	1	1
heffeweisen	1	1
w/photo	1	1
jucie	1	1
phoung	1	1
well-cut	1	1
cardinale/pesto	1	1
puzzles	1	1
macchiatos	1	1
candid	1	1
tatted	1	1
astronauts	1	1
sound-level	1	1
pirce	1	1
#NAME?	1	1
creaping	1	1
pan-toasted	1	1
scrapping	1	1
facsimile	1	1
golightly	1	1
pholicious	1	1
had/made	1	1
lecturing	1	1
bullshooters	1	1
trashbag	1	1
assaults	1	1
re-train	1	1
springerville	1	1
hour=	1	1
town..hands	1	1
#NAME?	1	1
sausage-maker	1	1
sekia	1	1
luxuries	1	1
weird-shaped	1	1
back-nine	1	1
ficus	1	1
from/need	1	1
10bucks	1	1
round-trip	1	1
re-examined	1	1
abducted	1	1
entry/exit	1	1
flavor-filled	1	1
perfetto	1	1
smuggle	1	1
avgolemeno	1	1
really-this	1	1
rooms-the	1	1
unbleached	1	1
medianoche	1	1
archives	1	1
85-	1	1
no..but	1	1
leeandre	1	1
pici	1	1
half-order	1	1
coffee/espresso/ice	1	1
contrive	1	1
saggy	1	1
indoor/	1	1
'normal	1	1
casino-hotel	1	1
crepe/omelette	1	1
l.e.d	1	1
kibosh	1	1
plethera	1	1
evolves	1	1
chaquiles	1	1
quinoa/bean	1	1
*forcing*	1	1
4:05	1	1
pamigiana	1	1
walling	1	1
anti-starbucks	1	1
rustled	1	1
*do*	1	1
fiving	1	1
tapestry	1	1
axis	1	1
list_id=pa46iqom92l75uqoyyurlq	1	1
margeritas	1	1
.dining	1	1
de-seeded	1	1
cline	1	1
30/person	1	1
wylde	1	1
swiping	1	1
master/owner	1	1
evaluations	1	1
pillow-y	1	1
texican	1	1
cellars	1	1
uuuuhmazing	1	1
czarzasty	1	1
non-fisheaters	1	1
toast-and	1	1
claustrophicably	1	1
pana	1	1
pang	1	1
kibble	1	1
middleastern	1	1
gfci	1	1
kisris	1	1
filis	1	1
camelback..easy	1	1
hair/scalp	1	1
central/north	1	1
wildcats	1	1
'spa	1	1
*eye	1	1
tiramasu-	1	1
ah-may-zing	1	1
hunker'n	1	1
turnaround.we	1	1
fior	1	1
iridescent	1	1
oiliverse	1	1
streetside	1	1
definefly	1	1
.yummmm	1	1
non-profits	1	1
24.47	1	1
thimble-sized	1	1
food.everything	1	1
tobacconists	1	1
noon-8	1	1
bendy	1	1
48.5	1	1
***warning***	1	1
multi-tasker	1	1
trx	1	1
smancy	1	1
suoi	1	1
kampachi	1	1
signings	1	1
grads	1	1
specal	1	1
trevino	1	1
reproach	1	1
prefab	1	1
sihing	1	1
babyliss	1	1
thirfty	1	1
.somehow	1	1
corrugated	1	1
guad	1	1
sinclair	1	1
#NAME?	1	1
ultra-pasteurized	1	1
unexplained	1	1
jukebox..	1	1
tomoatoe	1	1
heady	1	1
nigiritoro	1	1
dessert..there	1	1
hyperventilating	1	1
pakistanian	1	1
soft-drinks	1	1
ljpxuztvu6n3nvxxrq19yg	1	1
determines	1	1
follow-ups	1	1
simulaneously	1	1
stripmall-esque	1	1
d^=	1	1
select=gamyrxhvkmb4tbqr-ss9jw	1	1
sinned	1	1
unburnt	1	1
head-	1	1
maps/trails/parking	1	1
bhk	1	1
marlena	1	1
consensus-	1	1
soooooosoooo	1	1
dumb/boring/nerdy	1	1
aaaaahhh	1	1
judgmentally	1	1
stemless	1	1
//allrecipes.com/recipe/tortellini-florentine-soup/	1	1
ex-	1	1
h20	1	1
distemper	1	1
silvery	1	1
equaled	1	1
analogy	1	1
commemorated	1	1
corriander	1	1
analogs	1	1
frauded..	1	1
230/3	1	1
isolating	1	1
yawn	1	1
fondues	1	1
2/25/2007	1	1
unequal	1	1
directive	1	1
pliable	1	1
.sonoran	1	1
raab	1	1
coves	1	1
palenta	1	1
exp	1	1
oh-wtf	1	1
sluggishness	1	1
times..ca	1	1
hipped	1	1
forbidding	1	1
